Runs done	Reff	LogReff	VolumeError	LindstromMeasure	MAREMeasure	PERC	UZL	K0	K1	K2	MAXBAS	Cet	PCALT	TCALT	Pelev	Telev	TT	CFMAX	SFCF	CFR	CWH	FC	LP	BETA
50	0.676638381186593	0.681247290729117	0.955816639174191	0.672220045104012	0.430425525760451	1.90014170384972	50.9053880772113	0.338362951315177	0.0775048128131334	0.0355190985889263	1.94429249430275	0.110370086231441	10	0.6	0	0	-1.06450188558758	0.810586276143131	0.773023566917062	0.05	0.1	392.153326255341	0.697008084131874	4.71009268411905
100	0.750253306883553	0.602258992443648	0.963762338438763	0.746629540727429	0.392326037085693	3.17437433599232	43.6353611646956	0.295412785321054	0.0893308575634523	0.0423301003883966	1.65469489882453	0.256074970148539	10	0.6	0	0	0.462181225401434	1.0650121758529	0.53944663109232	0.05	0.1	224.908972841194	0.39506534538002	2.10415465152748
165	0.756680842242718	0.612240170972472	0.992048068056234	0.755885649048341	0.38482401038743	3.42983746025464	43.192433154175	0.316530656370709	0.0830824326160057	0.0425196208405458	1.61089685584463	0.26883160009959	10	0.6	0	0	0.462181225401434	0.986935167697772	0.520979237376316	0.05	0.1	194.270758719706	0.39506534538002	2.11649218197309
241	0.763081980930239	0.63995358826187	0.964720183144103	0.75955399924465	0.436075088511479	3.43565737059281	42.3408125854682	0.296639907679102	0.0910248866266345	0.0418393280299576	1.59668717026137	0.264797931241044	10	0.6	0	0	0.438189241620855	1.09169229245501	0.533316016166999	0.05	0.1	212.269170245504	0.392875506353137	2.26407694638043
291	0.836587621362115	0.641472856503595	0.949366738763863	0.831524295238501	0.427216625039129	3.49155310890244	58.2065921230541	0.163940648188395	0.0914557833166651	0.0495132427471748	1.61085912927862	0.13263082529075	10	0.6	0	0	0.159629662346854	1.0650121758529	0.659597763276016	0.05	0.1	260.873525926612	0.644536395820739	3.07540152132297
369	0.84367819642706	0.640492516669482	0.937567334586344	0.837434929885694	0.449013913868995	3.71788751084717	65.9824593822711	0.11586685929214	0.0853957565503258	0.0515136699908325	1.4603168967432	0.145648026452438	10	0.6	0	0	0.212469730919587	1.18321739605168	0.672933587746837	0.05	0.1	273.21105449472	0.708636821240285	3.52182465933009
419	0.84367819642706	0.640492516669482	0.937567334586344	0.837434929885694	0.449013913868995	3.71788751084717	65.9824593822711	0.11586685929214	0.0853957565503258	0.0515136699908325	1.4603168967432	0.145648026452438	10	0.6	0	0	0.212469730919587	1.18321739605168	0.672933587746837	0.05	0.1	273.21105449472	0.708636821240285	3.52182465933009
469	0.84367819642706	0.640492516669482	0.937567334586344	0.837434929885694	0.449013913868995	3.71788751084717	65.9824593822711	0.11586685929214	0.0853957565503258	0.0515136699908325	1.4603168967432	0.145648026452438	10	0.6	0	0	0.212469730919587	1.18321739605168	0.672933587746837	0.05	0.1	273.21105449472	0.708636821240285	3.52182465933009
535	0.84367819642706	0.640492516669482	0.937567334586344	0.837434929885694	0.449013913868995	3.71788751084717	65.9824593822711	0.11586685929214	0.0853957565503258	0.0515136699908325	1.4603168967432	0.145648026452438	10	0.6	0	0	0.212469730919587	1.18321739605168	0.672933587746837	0.05	0.1	273.21105449472	0.708636821240285	3.52182465933009
585	0.84367819642706	0.640492516669482	0.937567334586344	0.837434929885694	0.449013913868995	3.71788751084717	65.9824593822711	0.11586685929214	0.0853957565503258	0.0515136699908325	1.4603168967432	0.145648026452438	10	0.6	0	0	0.212469730919587	1.18321739605168	0.672933587746837	0.05	0.1	273.21105449472	0.708636821240285	3.52182465933009
635	0.84367819642706	0.640492516669482	0.937567334586344	0.837434929885694	0.449013913868995	3.71788751084717	65.9824593822711	0.11586685929214	0.0853957565503258	0.0515136699908325	1.4603168967432	0.145648026452438	10	0.6	0	0	0.212469730919587	1.18321739605168	0.672933587746837	0.05	0.1	273.21105449472	0.708636821240285	3.52182465933009
699	0.84367819642706	0.640492516669482	0.937567334586344	0.837434929885694	0.449013913868995	3.71788751084717	65.9824593822711	0.11586685929214	0.0853957565503258	0.0515136699908325	1.4603168967432	0.145648026452438	10	0.6	0	0	0.212469730919587	1.18321739605168	0.672933587746837	0.05	0.1	273.21105449472	0.708636821240285	3.52182465933009
749	0.847293054726538	0.684240188606741	0.991755875827496	0.846468642309288	0.519292098892501	3.49155310890244	39.1025193682861	0.325902693816488	0.0705475024209889	0.048683595026012	1.60272399104771	0.146541827416657	10	0.6	0	0	0.212469730919587	1.18321739605168	0.664308237908114	0.05	0.1	314.725152852351	0.708636821240285	4.1277082768506
808	0.850873422516035	0.698834232925716	0.978782287174925	0.848751651233527	0.537271967733239	2.78912131990731	41.5946175682759	0.325902693816488	0.0705475024209889	0.0497021039286344	1.60272399104771	0.146882052301932	10	0.6	0	0	0.212469730919587	1.18321739605168	0.664308237908114	0.05	0.1	284.105322374583	0.708636821240285	4.1277082768506
858	0.85313834370052	0.712182199542986	0.993590515983177	0.852497395298838	0.586992185414709	2.78912131990731	43.0129594043889	0.325902693816488	0.0694872395399366	0.0497021039286344	1.60272399104771	0.145807874688176	10	0.6	0	0	0.212047995907269	1.14907748753545	0.672933587746837	0.05	0.1	284.105322374583	0.708636821240285	4.80242233714202
917	0.853671577198611	0.694056850893875	0.954769939847449	0.849148571183355	0.536348040742003	3.45014549722196	43.0129594043889	0.272399079804063	0.0577509767591314	0.0515136699908325	2.27122554312052	0.137368498603151	10	0.6	0	0	0.230500621062116	1.18321739605168	0.672933587746837	0.05	0.1	266.334692175533	0.708636821240285	4.09139648314879
967	0.854859565978736	0.682717704531704	0.972808690514487	0.852140435030184	0.534498816775105	3.07143655431394	43.0129594043889	0.272399079804063	0.0694872395399366	0.0515136699908325	1.60272399104771	0.145807874688176	10	0.6	0	0	0.230500621062116	1.18321739605168	0.672933587746837	0.05	0.1	284.105322374583	0.708636821240285	4.09139648314879
1031	0.855527356585818	0.684851350353056	0.974604120191246	0.852987768604943	0.534851004327729	3.71788751084717	43.0129594043889	0.179959222040039	0.0694872395399366	0.0515136699908325	1.60272399104771	0.145807874688176	10	0.6	0	0	0.212425938653825	1.18321739605168	0.670117824172296	0.05	0.1	284.105322374583	0.708636821240285	4.09139648314879
1081	0.856740828972134	0.715111258869803	0.959998433235406	0.852740672295674	0.515874736756966	3.71788751084717	43.0129594043889	0.179959222040039	0.0694872395399366	0.047085519062291	1.47234917815486	0.0887437174044287	10	0.6	0	0	0.212425938653825	1.18321739605168	0.661833568855928	0.05	0.1	266.654050156329	0.708636821240285	4.09139648314879
1172	0.856740828972134	0.715111258869803	0.959998433235406	0.852740672295674	0.515874736756966	3.71788751084717	43.0129594043889	0.179959222040039	0.0694872395399366	0.047085519062291	1.47234917815486	0.0887437174044287	10	0.6	0	0	0.212425938653825	1.18321739605168	0.661833568855928	0.05	0.1	266.654050156329	0.708636821240285	4.09139648314879
1222	0.856740828972134	0.715111258869803	0.959998433235406	0.852740672295674	0.515874736756966	3.71788751084717	43.0129594043889	0.179959222040039	0.0694872395399366	0.047085519062291	1.47234917815486	0.0887437174044287	10	0.6	0	0	0.212425938653825	1.18321739605168	0.661833568855928	0.05	0.1	266.654050156329	0.708636821240285	4.09139648314879
1272	0.858133735424214	0.705557980281217	0.986911703717783	0.856824905795992	0.554205725876997	3.65955796389353	43.0129594043889	0.193706651552014	0.0596284873607729	0.0515386241882091	1.88078484690238	0.0885363056736702	10	0.6	0	0	0.195361577431681	1.18321739605168	0.658749910424958	0.05	0.1	284.105322374583	0.708636821240285	4.33441404472566
1339	0.858133735424214	0.705557980281217	0.986911703717783	0.856824905795992	0.554205725876997	3.65955796389353	43.0129594043889	0.193706651552014	0.0596284873607729	0.0515386241882091	1.88078484690238	0.0885363056736702	10	0.6	0	0	0.195361577431681	1.18321739605168	0.658749910424958	0.05	0.1	284.105322374583	0.708636821240285	4.33441404472566
1405	0.858133735424214	0.705557980281217	0.986911703717783	0.856824905795992	0.554205725876997	3.65955796389353	43.0129594043889	0.193706651552014	0.0596284873607729	0.0515386241882091	1.88078484690238	0.0885363056736702	10	0.6	0	0	0.195361577431681	1.18321739605168	0.658749910424958	0.05	0.1	284.105322374583	0.708636821240285	4.33441404472566
1469	0.858380889131554	0.716624297756525	0.967054627080118	0.855086351839566	0.548155280821237	3.73769375110869	43.0129594043889	0.204926493205158	0.0654880183616487	0.048784816621734	1.52225686339047	0.0885363056736702	10	0.6	0	0	0.208513890578527	1.13005910223348	0.661833568855928	0.05	0.1	267.611093589981	0.708639384215077	4.33441404472566
1534	0.859312566775	0.707927022881982	0.98988778739479	0.858301345514479	0.552175389339405	3.45895013457725	43.6498617351651	0.22347844552297	0.0633731065266877	0.0497512870643376	1.73446455861066	0.0885363056736702	10	0.6	0	0	0.212425938653825	1.18321739605168	0.658444667510719	0.05	0.1	284.105322374583	0.707466480672523	4.33441404472566
1584	0.859312566775	0.707927022881982	0.98988778739479	0.858301345514479	0.552175389339405	3.45895013457725	43.6498617351651	0.22347844552297	0.0633731065266877	0.0497512870643376	1.73446455861066	0.0885363056736702	10	0.6	0	0	0.212425938653825	1.18321739605168	0.658444667510719	0.05	0.1	284.105322374583	0.707466480672523	4.33441404472566
1634	0.859312566775	0.707927022881982	0.98988778739479	0.858301345514479	0.552175389339405	3.45895013457725	43.6498617351651	0.22347844552297	0.0633731065266877	0.0497512870643376	1.73446455861066	0.0885363056736702	10	0.6	0	0	0.212425938653825	1.18321739605168	0.658444667510719	0.05	0.1	284.105322374583	0.707466480672523	4.33441404472566
1684	0.859312566775	0.707927022881982	0.98988778739479	0.858301345514479	0.552175389339405	3.45895013457725	43.6498617351651	0.22347844552297	0.0633731065266877	0.0497512870643376	1.73446455861066	0.0885363056736702	10	0.6	0	0	0.212425938653825	1.18321739605168	0.658444667510719	0.05	0.1	284.105322374583	0.707466480672523	4.33441404472566
1734	0.859490501853784	0.702852318285639	0.988608022212991	0.858351304075084	0.55176764027275	3.65955796389353	45.0579340384159	0.233036287670576	0.0633731065266877	0.0505021704016219	1.73446455861066	0.0885363056736702	10	0.6	0	0	0.212425938653825	1.18321739605168	0.656534248563358	0.05	0.1	283.380084766815	0.708566588413857	4.31975605800268
1784	0.859748426196174	0.709113364650372	0.983891974546657	0.85813762365084	0.551887547700638	3.45895013457725	43.6498617351651	0.22347844552297	0.0633731065266877	0.0497512870643376	1.73446455861066	0.0885363056736702	10	0.6	0	0	0.227818889884376	1.18321739605168	0.658444667510719	0.05	0.1	279.631083844249	0.708636821240285	4.33441404472566
1852	0.859802620752088	0.703269082470214	0.980629024401354	0.857865523192223	0.539406776423305	3.45895013457725	43.6498617351651	0.220139035313207	0.063737714082265	0.0497243016479983	1.67361440933788	0.0885363056736702	10	0.6	0	0	0.234991108321104	1.18321739605168	0.658444667510719	0.05	0.1	279.631083844249	0.708636821240285	4.22301883853799
1902	0.859900243471961	0.713208723569488	0.982472977704958	0.858147541242457	0.557639339569869	3.45895013457725	43.6498617351651	0.201262941597207	0.0633731065266877	0.0497049658218377	1.71208566380348	0.10359245080297	10	0.6	0	0	0.227818889884376	1.18321739605168	0.658956147039399	0.05	0.1	277.16977181034	0.708151564023541	4.33441404472566
1972	0.860861485308519	0.70628035112216	0.972825054982776	0.858143990806796	0.546933341761148	3.45895013457725	47.5015469486419	0.204245522150728	0.0659625065735471	0.0496102901183981	1.65620920291869	0.088832882423425	10	0.6	0	0	0.234991108321104	1.18321739605168	0.680859994626369	0.05	0.1	280.285122008193	0.708221392252185	4.32888931007124
2039	0.860861485308519	0.70628035112216	0.972825054982776	0.858143990806796	0.546933341761148	3.45895013457725	47.5015469486419	0.204245522150728	0.0659625065735471	0.0496102901183981	1.65620920291869	0.088832882423425	10	0.6	0	0	0.234991108321104	1.18321739605168	0.680859994626369	0.05	0.1	280.285122008193	0.708221392252185	4.32888931007124
2089	0.860949893166566	0.705944945973612	0.983107144583152	0.859260607624882	0.559449497147462	3.43943700007882	43.6498617351651	0.32590633257477	0.0623136835074688	0.0506628955668443	1.51095709107004	0.0885363056736702	10	0.6	0	0	0.231451390320451	1.18321739605168	0.65946442628062	0.05	0.1	277.16977181034	0.708497264027959	4.37746984026744
